  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   2.731333         NaN         NaN         NaN           NaN             NaN
   2.731667         NaN         NaN         NaN           NaN             NaN
   2.732000         NaN         NaN         NaN           NaN             NaN
   2.732333         NaN         NaN         NaN           NaN             NaN
   2.732667         NaN         NaN         NaN           NaN             NaN
   2.733000         NaN         NaN         NaN           NaN             NaN
   2.733333         NaN         NaN         NaN           NaN             NaN
   2.733667         NaN         NaN         NaN           NaN             NaN
   2.734000         NaN         NaN         NaN           NaN             NaN
   2.734333         NaN         NaN         NaN           NaN             NaN
   2.734667         NaN         NaN         NaN           NaN             NaN
   2.735000         NaN         NaN         NaN           NaN             NaN
   2.735333         NaN         NaN         NaN           NaN             NaN
   2.735667         NaN         NaN         NaN           NaN             NaN
   2.736000         NaN         NaN         NaN           NaN             NaN
   2.736333         NaN         NaN         NaN           NaN             NaN
   2.736667         NaN         NaN         NaN           NaN             NaN
   2.737000         NaN         NaN         NaN           NaN             NaN
   2.737333         NaN         NaN         NaN           NaN             NaN
   2.737667         NaN         NaN         NaN           NaN             NaN
   2.738000         NaN         NaN         NaN           NaN             NaN
   2.738333         NaN         NaN         NaN           NaN             NaN
   2.738667         NaN         NaN         NaN           NaN             NaN
   2.739000         NaN         NaN         NaN           NaN             NaN
   2.739333         NaN         NaN         NaN           NaN             NaN
   2.739667         NaN         NaN         NaN           NaN             NaN
   2.740000         NaN         NaN         NaN           NaN             NaN
   2.740333         NaN         NaN         NaN           NaN             NaN
   2.740667         NaN         NaN         NaN           NaN             NaN
   2.741000         NaN         NaN         NaN           NaN             NaN
   2.741333         NaN         NaN         NaN           NaN             NaN
   2.741667         NaN         NaN         NaN           NaN             NaN
   2.742000         NaN         NaN         NaN           NaN             NaN
   2.742333         NaN         NaN         NaN           NaN             NaN
   2.742667         NaN         NaN         NaN           NaN             NaN
   2.743000         NaN         NaN         NaN           NaN             NaN
   2.743333         NaN         NaN         NaN           NaN             NaN
   2.743667         NaN         NaN         NaN           NaN             NaN
   2.744000         NaN         NaN         NaN           NaN             NaN
   2.744333         NaN         NaN         NaN           NaN             NaN
   2.744667         NaN         NaN         NaN           NaN             NaN
